Nombre,Posicion,Temporadas,Puntos totales,Promedio de puntos por partido,Rebotes totales,Promedio de rebotes por partido,Asistencias totales,Promedio de asistencias por partido,Robos totales,Bloqueos totales,Porcentaje de tiros de campo,Porcentaje de tiros libres,Porcentaje de tiros triples
Michael Jordan,Escolta,15,32292,30.1,6672,6.2,5633,5.3,2514,893,49.7,83.5,32.7
